question,answer,type,columns_used,column_types,sample_answer,dataset
Do all items have transactions recorded on weekdays?,True,boolean,"['Item', 'weekday_weekend']","['category', 'category']",False,060_Bakery
Are there any transactions recorded in the evening on weekends?,True,boolean,"['period_day', 'weekday_weekend']","['category', 'category']",True,060_Bakery
How many unique items are there in the dataset?,95,number,['Item'],['category'],12,060_Bakery
On how many different days were transactions recorded?,159,number,['date_time'],['category'],20,060_Bakery
What's the highest transaction number?,9684,number,['Transaction'],['number[uint16]'],9133,060_Bakery
How many transactions were made during the afternoon?,2478,number,"['Transaction', 'period_day']","['number[uint16]', 'category']",0,060_Bakery
Which day period has the highest number of transactions?,morning,category,"['period_day', 'Transaction']","['category', 'number[uint16]']",afternoon,060_Bakery
"On weekends, what's the most commonly bought item?",Coffee,category,"['Item', 'weekday_weekend']","['category', 'category']",Hearty & Seasonal,060_Bakery
What's the least popular item bought during weekdays?,Adjustment,category,"['Item', 'weekday_weekend']","['category', 'category']",Farm House,060_Bakery
"During which period of the day is ""Hot chocolate"" most frequently bought?",morning,category,"['Item', 'period_day']","['category', 'category']",,060_Bakery
List the top 3 items most frequently bought in the morning.,"['Coffee', 'Bread', 'Pastry']",list[category],"['Item', 'period_day']","['category', 'category']","['Coffee', 'Bread', 'Farm House']",060_Bakery
Name the bottom 4 items least purchased during the afternoon.,"['Chicken sand', 'Gift voucher', 'Bare Popcorn', 'Raw bars']",list[category],"['Item', 'period_day']","['category', 'category']",[],060_Bakery
Identify the top 5 items sold on weekends.,"['Coffee', 'Bread', 'Tea', 'Cake', 'Pastry']",list[category],"['Item', 'weekday_weekend']","['category', 'category']",[],060_Bakery
What are the 4 items tthat were bought two times in the evening?,"['Art Tray', 'Mighty Protein', 'Mortimer', 'Vegan Mincepie']",list[category],"['Item', 'period_day']","['category', 'category']",[],060_Bakery
Which are the top 4 transaction numbers with the most items bought?,"[6474, 6716, 6279, 6412]",list[number],['Transaction'],['number[uint16]'],"[6103, 1259, 628, 4627]",060_Bakery
Identify the bottom 5 transaction numbers by frequency.,"[9680, 9681, 9682, 9683, 9684]",list[number],['Transaction'],['number[uint16]'],"[2711, 956, 7435, 2214, 5816]",060_Bakery
"List the top 6 transaction numbers during which ""Bread"" was purchased.","[6412, 6279, 6474, 6603, 6716, 6642]",list[number],"['Transaction', 'Item']","['number[uint16]', 'category']","[2850, 7104, 7776, 5816]",060_Bakery
Name the bottom 2 transaction numbers where purchases were made in the morning.,"[9683, 9684]",list[number],"['Transaction', 'period_day']","['number[uint16]', 'category']",[],060_Bakery
Are all the reviews from Australia positive (rating > 3)?,False,boolean,"['Reviewer_Location', 'Rating']","['category', 'number[uint8]']",True,061_Disneyland
Is Disneyland_HongKong the most reviewed branch?,False,boolean,['Branch'],['category'],False,061_Disneyland
Are there any reviews with a rating of 1?,True,boolean,['Rating'],['number[uint8]'],True,061_Disneyland
Does every reviewer location have at least one review with a rating of 5?,False,boolean,"['Reviewer_Location', 'Rating']","['category', 'number[uint8]']",False,061_Disneyland
How many unique reviewer locations are there?,162,number,['Reviewer_Location'],['category'],9,061_Disneyland
What is the average rating for Disneyland_HongKong?,4.204158004158004,number,"['Branch', 'Rating']","['category', 'number[uint8]']",4.25,061_Disneyland
What is the maximum review ID?,670801367,number,['Review_ID'],['number[uint32]'],644423763,061_Disneyland
How many reviews were made in 2019?,786,number,['Year_Month'],['category'],2,061_Disneyland
What is the most common reviewer location?,United States,category,['Reviewer_Location'],['category'],United States,061_Disneyland
What is the branch with the lowest average rating?,Disneyland_Paris,category,"['Branch', 'Rating']","['category', 'number[uint8]']",Disneyland_California,061_Disneyland
In which year-month was the most negative review (rating=1) made?,missing,category,"['Year_Month', 'Rating']","['category', 'number[uint8]']",2011-10,061_Disneyland
What is the reviewer location with the highest average rating?,Armenia,category,"['Reviewer_Location', 'Rating']","['category', 'number[uint8]']",Australia,061_Disneyland
What are the top 3 reviewer locations with the most reviews?,"['United States', 'United Kingdom', 'Australia']",list[category],['Reviewer_Location'],['category'],"['United States', 'Australia', 'Malta']",061_Disneyland
What are the bottom 2 branches in terms of average rating?,"['Disneyland_Paris', 'Disneyland_HongKong']",list[category],"['Branch', 'Rating']","['category', 'number[uint8]']","['Disneyland_California', 'Disneyland_HongKong']",061_Disneyland
What are the top 4 year-months with the most reviews?,"['missing', '2015-8', '2015-7', '2015-12']",list[category],['Year_Month'],['category'],"['missing', '2019-1', '2015-12', '2012-5']",061_Disneyland
What are the bottom 3 reviewer locations in terms of average rating?,"['Turks and Caicos Islands', 'South Sudan', 'Suriname']",list[category],"['Reviewer_Location', 'Rating']","['category', 'number[uint8]']","['Canada', 'United States', 'United Kingdom']",061_Disneyland
What are the top 5 review IDs in terms of rating?,"[670585330, 670570869, 670443403, 670435886, 670324965]",list[number],"['Review_ID', 'Rating']","['number[uint32]', 'number[uint8]']","[540713188, 576395715, 310041955, 121577468, 441572512]",061_Disneyland
What are the bottom 4 review IDs in terms of rating?,"[662641193, 658624005, 649615606, 647822351]",list[number],"['Review_ID', 'Rating']","['number[uint32]', 'number[uint8]']","[119781124, 337648026, 620582661, 124120037]",061_Disneyland
What are the top 6 ratings given by reviewers from Australia?,"[5, 5, 5, 5, 5, 5]",list[number],"['Reviewer_Location', 'Rating']","['category', 'number[uint8]']",[5],061_Disneyland
What are the bottom 3 ratings given for Disneyland_HongKong?,"[1, 1, 1]",list[number],"['Branch', 'Rating']","['category', 'number[uint8]']","[5, 2]",061_Disneyland
Are all the tweets in English?,False,boolean,['lang'],['category'],True,062_Trump
Has the author ever been retweeted?,True,boolean,['retweets'],['number[UInt32]'],True,062_Trump
Are there any tweets with more than 10000 retweets?,True,boolean,['retweets'],['number[uint32]'],True,062_Trump
Have any of the tweets been favorited more than 50000 times?,True,boolean,['favorites'],['number[uint32]'],True,062_Trump
How many unique authors are there?,1,number,['author_name'],['category'],1,062_Trump
What is the average number of retweets?,8774.52044683822,number,['retweets'],['number[uint32]'],8111.15,062_Trump
What is the maximum number of favorites received for a single tweet?,589793,number,['favorites'],['number[uint32]'],105448,062_Trump
How many tweets were posted in 2018?,2891,number,['date'],"['date[ns', 'UTC]']",2,062_Trump
What is the most common author name?,Donald J. Trump,category,['author_name'],['category'],Donald J. Trump,062_Trump
What is the tweet with the most favorites?,Such a beautiful and important evening! The forgotten man and woman will never be forgotten again. We will all come together as never before,category,"['text', 'favorites']","['text', 'number[uint32]']","I have great confidence that China will properly deal with North Korea. If they are unable to do so, the U.S., with its allies, will! U.S.A.",062_Trump
In which language is the tweet with the most retweets written?,und,category,"['lang', 'retweets']","['category', 'number[uint32]']",en,062_Trump
What is the most common language of the tweets?,en,category,['lang'],['category'],en,062_Trump
What are the top 3 author handlers with the most tweets?,['realDonaldTrump'],list[category],['author_handler'],['category'],['realDonaldTrump'],062_Trump
What are the bottom 2 languages in terms of tweet count?,"['pt', 'fi']",list[category],['lang'],['category'],['en'],062_Trump
What are the top 4 mentioned names in the tweets?,"['realDonaldTrump', 'FoxNews', 'CNN', 'foxandfriends']",list[category],['mention_names'],['list[category]'],"['[]', '""realDonaldTrump""]', '[""IvankaTrump""', '""trumpferrypoint""']",062_Trump
What are the bottom 3 author names in terms of tweet count?,['Donald J. Trump'],list[category],['author_name'],['category'],['Donald J. Trump'],062_Trump
What are the top 5 tweet IDs in terms of retweet count?,"[881503147168071680, 795954831718498305, 929511061954297857, 796315640307060738, 948355557022420992]",list[number],"['id', 'retweets']","['number[int64]', 'number[uint32]']","[852508752142114816, 900150814081036288, 1017190186269184001, 822501939267141634, 761711856457125888]",062_Trump
What are the bottom 4 tweet IDs in terms of favorite count?,"[591222909626114050, 591412084895838208, 586751374286721024, 575589231160127489]",list[number],"['id', 'favorites']","['number[int64]', 'number[uint32]']","[603361519192174592, 589632894177533953, 616672730319069185, 618552478653616128]",062_Trump
What are the top 6 favorite counts of the tweets?,"[589793, 589750, 557779, 539249, 476457, 376626]",list[number],['favorites'],['number[uint32]'],"[105448, 85433, 84944, 79544, 67612, 59793]",062_Trump
What are the bottom 3 retweet counts of the tweets?,"[1, 1, 2]",list[number],['retweets'],['number[uint32]'],"[10, 14, 376]",062_Trump
Are there any organizations in the dataset?,False,boolean,['is_organization'],['boolean'],False,063_Influencers
Are there any individuals (non-organizations) in the dataset?,True,boolean,['is_organization'],['boolean'],True,063_Influencers
Do all entities have a picture?,True,boolean,['pic'],['url'],True,063_Influencers
Are there any entities with a weight greater than 500?,True,boolean,['weight'],['number[double]'],False,063_Influencers
How many unique communities are there?,9,number,['community'],['number[uint32]'],6,063_Influencers
What is the average page rank norm?,0.08848033260794509,number,['page_rank_norm'],['number[double]'],0.0923955552240227,063_Influencers
What is the maximum weight of an entity?,770.5,number,['weight'],['number[double]'],324.5,063_Influencers
How many entities have a community identifier of 16744206?,651,number,['community'],['number[uint32]'],11,063_Influencers
What is the most common name?,Christophe Viau,category,['name'],['category'],Peter Skomoroch,063_Influencers
Which entity has the highest page rank norm?,Mike Bostock,category,"['name', 'page_rank_norm']","['category', 'number[double]']",Data Science Fact,063_Influencers
What is the picture URL of the entity with the maximum weight?,https://storage.googleapis.com/pics.contexto.io/photos/paperclips/000/016/457/thumb/Saw-whet_Owl_10_normal.jpg?1517502050,category,"['pic', 'weight']","['url', 'number[double]']",https://storage.googleapis.com/pics.contexto.io/photos/paperclips/000/016/416/thumb/8f8493dfc040e56ef7ff8f59f9474774_normal.jpeg?1517502015,063_Influencers
Which entity has the highest y-coordinate?,The Gibson Project,category,"['name', 'y']","['category', 'number[double]']",Paul Klemm,063_Influencers
What are the top 3 entity names with the highest weights?,"['Lynn Cherny', 'Alberto Cairo', 'Sinan Aral']",list[category],"['name', 'weight']","['category', 'number[double]']","['Peter Skomoroch', 'Nieman Lab', 'Munmun De Choudhury']",063_Influencers
What are the bottom 2 entities in terms of page rank norm?,"['LIFE', 'New Options Project']",list[category],"['name', 'page_rank_norm']","['category', 'number[double]']","['Christopher', 'Chris J. Headleand']",063_Influencers
What are the top 4 entities with the highest x-coordinates?,"['Detective.io', 'The Thrust', 'Open Budgets', 'NewsFuturist']",list[category],"['name', 'x']","['category', 'number[double]']","['Catherine Rampell', 'Nieman Lab', 'Deok Gun Park', 'ESFL']",063_Influencers
What are the bottom 3 entities in terms of y-coordinates?,"['digital PR cat', 'Ismail Onur Filiz', 'Dave Golland']",list[category],"['name', 'y']","['category', 'number[double]']","['ESFL', 'WikipediaLiveMonitor', 'Alberto Perdomo']",063_Influencers
